id,type,resultTime,usedProcedure,madeBySensor,observedProperty,hasFeatureOfInterest,hasSimpleResult,hasResult_value,hasResult_unit
Observation4929,sosa:Observation,2013-11-05T11:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation4930,sosa:Observation,2013-11-05T11:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.008,DEG_C
Observation4931,sosa:Observation,2013-11-05T11:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.197,PERCENT
Observation4932,sosa:Observation,2013-11-05T11:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4933,sosa:Observation,2013-11-05T12:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.866,DEG_C
Observation4934,sosa:Observation,2013-11-05T12:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.231,PERCENT
Observation4935,sosa:Observation,2013-11-05T12:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4936,sosa:Observation,2013-11-05T12:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.913,DEG_C
Observation4937,sosa:Observation,2013-11-05T12:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.486,PERCENT
Observation4938,sosa:Observation,2013-11-05T12:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4939,sosa:Observation,2013-11-05T13:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.127,DEG_C
Observation4940,sosa:Observation,2013-11-05T13:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.671,PERCENT
Observation4941,sosa:Observation,2013-11-05T13:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,43.4,LUX
Observation4942,sosa:Observation,2013-11-05T13:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.008,DEG_C
Observation4943,sosa:Observation,2013-11-05T13:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.839,PERCENT
Observation4944,sosa:Observation,2013-11-05T13:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation4945,sosa:Observation,2013-11-05T14:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.913,DEG_C
Observation4946,sosa:Observation,2013-11-05T14:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.720,PERCENT
Observation4947,sosa:Observation,2013-11-05T14:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4948,sosa:Observation,2013-11-05T14:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.723,DEG_C
Observation4949,sosa:Observation,2013-11-05T14:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.816,PERCENT
Observation4950,sosa:Observation,2013-11-05T14:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4951,sosa:Observation,2013-11-05T15:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.699,DEG_C
Observation4952,sosa:Observation,2013-11-05T15:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.966,PERCENT
Observation4953,sosa:Observation,2013-11-05T15:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation4954,sosa:Observation,2013-11-05T15:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.580,DEG_C
Observation4955,sosa:Observation,2013-11-05T15:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.672,PERCENT
Observation4956,sosa:Observation,2013-11-05T15:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4957,sosa:Observation,2013-11-05T16:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.390,DEG_C
Observation4958,sosa:Observation,2013-11-05T16:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.859,PERCENT
Observation4959,sosa:Observation,2013-11-05T16:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,27.6,LUX
Observation4960,sosa:Observation,2013-11-05T16:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.438,DEG_C
Observation4961,sosa:Observation,2013-11-05T16:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.081,PERCENT
Observation4962,sosa:Observation,2013-11-05T16:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4963,sosa:Observation,2013-11-05T17:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.199,DEG_C
Observation4964,sosa:Observation,2013-11-05T17:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.639,PERCENT
Observation4965,sosa:Observation,2013-11-05T17:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4966,sosa:Observation,2013-11-05T17:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.674,DEG_C
Observation4967,sosa:Observation,2013-11-05T17:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.501,PERCENT
Observation4968,sosa:Observation,2013-11-05T17:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4969,sosa:Observation,2013-11-05T18:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.984,DEG_C
Observation4970,sosa:Observation,2013-11-05T18:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.675,PERCENT
Observation4971,sosa:Observation,2013-11-05T18:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4972,sosa:Observation,2013-11-05T18:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.341,DEG_C
Observation4973,sosa:Observation,2013-11-05T18:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.694,PERCENT
Observation4974,sosa:Observation,2013-11-05T18:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4975,sosa:Observation,2013-11-05T19:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.555,DEG_C
Observation4976,sosa:Observation,2013-11-05T19:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.069,PERCENT
Observation4977,sosa:Observation,2013-11-05T19:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4978,sosa:Observation,2013-11-05T19:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.746,DEG_C
Observation4979,sosa:Observation,2013-11-05T19:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,51.532,PERCENT
Observation4980,sosa:Observation,2013-11-05T19:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4981,sosa:Observation,2013-11-05T20:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.936,DEG_C
Observation4982,sosa:Observation,2013-11-05T20:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,51.245,PERCENT
Observation4983,sosa:Observation,2013-11-05T20:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4984,sosa:Observation,2013-11-05T20:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.151,DEG_C
Observation4985,sosa:Observation,2013-11-05T20:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,50.552,PERCENT
Observation4986,sosa:Observation,2013-11-05T20:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4987,sosa:Observation,2013-11-05T21:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.318,DEG_C
Observation4988,sosa:Observation,2013-11-05T21:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,49.945,PERCENT
Observation4989,sosa:Observation,2013-11-05T21:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4990,sosa:Observation,2013-11-05T21:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.437,DEG_C
Observation4991,sosa:Observation,2013-11-05T21:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,49.456,PERCENT
Observation4992,sosa:Observation,2013-11-05T21:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4993,sosa:Observation,2013-11-05T22:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.581,DEG_C
Observation4994,sosa:Observation,2013-11-05T22:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,49.064,PERCENT
Observation4995,sosa:Observation,2013-11-05T22:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4996,sosa:Observation,2013-11-05T22:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.748,DEG_C
Observation4997,sosa:Observation,2013-11-05T22:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,48.864,PERCENT
Observation4998,sosa:Observation,2013-11-05T22:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation4999,sosa:Observation,2013-11-05T23:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.819,DEG_C
Observation5000,sosa:Observation,2013-11-05T23:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,49.885,PERCENT
Observation5001,sosa:Observation,2013-11-05T23:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5002,sosa:Observation,2013-11-05T23:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.939,DEG_C
Observation5003,sosa:Observation,2013-11-05T23:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,50.406,PERCENT
Observation5004,sosa:Observation,2013-11-05T23:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5005,sosa:Observation,2013-11-06T00:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,22.082,DEG_C
Observation5006,sosa:Observation,2013-11-06T00:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,50.267,PERCENT
Observation5007,sosa:Observation,2013-11-06T00:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5008,sosa:Observation,2013-11-06T00:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.867,DEG_C
Observation5009,sosa:Observation,2013-11-06T00:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,50.018,PERCENT
Observation5010,sosa:Observation,2013-11-06T00:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5011,sosa:Observation,2013-11-06T01:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,21.079,DEG_C
Observation5012,sosa:Observation,2013-11-06T01:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,50.668,PERCENT
Observation5013,sosa:Observation,2013-11-06T01:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5014,sosa:Observation,2013-11-06T01:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.555,DEG_C
Observation5015,sosa:Observation,2013-11-06T01:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,51.193,PERCENT
Observation5016,sosa:Observation,2013-11-06T01:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5017,sosa:Observation,2013-11-06T02:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.246,DEG_C
Observation5018,sosa:Observation,2013-11-06T02:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,51.839,PERCENT
Observation5019,sosa:Observation,2013-11-06T02:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5020,sosa:Observation,2013-11-06T02:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,20.031,DEG_C
Observation5021,sosa:Observation,2013-11-06T02:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,51.903,PERCENT
Observation5022,sosa:Observation,2013-11-06T02:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5023,sosa:Observation,2013-11-06T03:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.770,DEG_C
Observation5024,sosa:Observation,2013-11-06T03:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.023,PERCENT
Observation5025,sosa:Observation,2013-11-06T03:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5026,sosa:Observation,2013-11-06T03:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.603,DEG_C
Observation5027,sosa:Observation,2013-11-06T03:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.124,PERCENT
Observation5028,sosa:Observation,2013-11-06T03:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5029,sosa:Observation,2013-11-06T04:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.389,DEG_C
Observation5030,sosa:Observation,2013-11-06T04:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.281,PERCENT
Observation5031,sosa:Observation,2013-11-06T04:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5032,sosa:Observation,2013-11-06T04:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.222,DEG_C
Observation5033,sosa:Observation,2013-11-06T04:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.413,PERCENT
Observation5034,sosa:Observation,2013-11-06T04:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5035,sosa:Observation,2013-11-06T05:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.032,DEG_C
Observation5036,sosa:Observation,2013-11-06T05:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.573,PERCENT
Observation5037,sosa:Observation,2013-11-06T05:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5038,sosa:Observation,2013-11-06T05:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.889,DEG_C
Observation5039,sosa:Observation,2013-11-06T05:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.646,PERCENT
Observation5040,sosa:Observation,2013-11-06T05:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5041,sosa:Observation,2013-11-06T06:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.723,DEG_C
Observation5042,sosa:Observation,2013-11-06T06:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.623,PERCENT
Observation5043,sosa:Observation,2013-11-06T06:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5044,sosa:Observation,2013-11-06T06:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.580,DEG_C
Observation5045,sosa:Observation,2013-11-06T06:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.882,PERCENT
Observation5046,sosa:Observation,2013-11-06T06:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5047,sosa:Observation,2013-11-06T07:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.485,DEG_C
Observation5048,sosa:Observation,2013-11-06T07:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.868,PERCENT
Observation5049,sosa:Observation,2013-11-06T07:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5050,sosa:Observation,2013-11-06T07:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.414,DEG_C
Observation5051,sosa:Observation,2013-11-06T07:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.106,PERCENT
Observation5052,sosa:Observation,2013-11-06T07:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5053,sosa:Observation,2013-11-06T08:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.343,DEG_C
Observation5054,sosa:Observation,2013-11-06T08:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.219,PERCENT
Observation5055,sosa:Observation,2013-11-06T08:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5056,sosa:Observation,2013-11-06T08:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.961,DEG_C
Observation5057,sosa:Observation,2013-11-06T08:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.554,PERCENT
Observation5058,sosa:Observation,2013-11-06T08:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5059,sosa:Observation,2013-11-06T09:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.722,DEG_C
Observation5060,sosa:Observation,2013-11-06T09:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.918,PERCENT
Observation5061,sosa:Observation,2013-11-06T09:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5062,sosa:Observation,2013-11-06T09:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.960,DEG_C
Observation5063,sosa:Observation,2013-11-06T09:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.423,PERCENT
Observation5064,sosa:Observation,2013-11-06T09:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5065,sosa:Observation,2013-11-06T10:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,19.318,DEG_C
Observation5066,sosa:Observation,2013-11-06T10:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,52.955,PERCENT
Observation5067,sosa:Observation,2013-11-06T10:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5068,sosa:Observation,2013-11-06T10:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.889,DEG_C
Observation5069,sosa:Observation,2013-11-06T10:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,53.699,PERCENT
Observation5070,sosa:Observation,2013-11-06T10:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5071,sosa:Observation,2013-11-06T11:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.747,DEG_C
Observation5072,sosa:Observation,2013-11-06T11:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,54.141,PERCENT
Observation5073,sosa:Observation,2013-11-06T11:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5074,sosa:Observation,2013-11-06T11:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.699,DEG_C
Observation5075,sosa:Observation,2013-11-06T11:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.120,PERCENT
Observation5076,sosa:Observation,2013-11-06T11:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5077,sosa:Observation,2013-11-06T12:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.509,DEG_C
Observation5078,sosa:Observation,2013-11-06T12:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.338,PERCENT
Observation5079,sosa:Observation,2013-11-06T12:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5080,sosa:Observation,2013-11-06T12:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.438,DEG_C
Observation5081,sosa:Observation,2013-11-06T12:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.388,PERCENT
Observation5082,sosa:Observation,2013-11-06T12:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5083,sosa:Observation,2013-11-06T13:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.366,DEG_C
Observation5084,sosa:Observation,2013-11-06T13:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.685,PERCENT
Observation5085,sosa:Observation,2013-11-06T13:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,19.7,LUX
Observation5086,sosa:Observation,2013-11-06T13:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.271,DEG_C
Observation5087,sosa:Observation,2013-11-06T13:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.885,PERCENT
Observation5088,sosa:Observation,2013-11-06T13:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5089,sosa:Observation,2013-11-06T14:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.200,DEG_C
Observation5090,sosa:Observation,2013-11-06T14:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.752,PERCENT
Observation5091,sosa:Observation,2013-11-06T14:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5092,sosa:Observation,2013-11-06T14:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,18.057,DEG_C
Observation5093,sosa:Observation,2013-11-06T14:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.884,PERCENT
Observation5094,sosa:Observation,2013-11-06T14:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5095,sosa:Observation,2013-11-06T15:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.962,DEG_C
Observation5096,sosa:Observation,2013-11-06T15:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,55.931,PERCENT
Observation5097,sosa:Observation,2013-11-06T15:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5098,sosa:Observation,2013-11-06T15:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.867,DEG_C
Observation5099,sosa:Observation,2013-11-06T15:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.008,PERCENT
Observation5100,sosa:Observation,2013-11-06T15:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5101,sosa:Observation,2013-11-06T16:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.772,DEG_C
Observation5102,sosa:Observation,2013-11-06T16:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.147,PERCENT
Observation5103,sosa:Observation,2013-11-06T16:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5104,sosa:Observation,2013-11-06T16:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.772,DEG_C
Observation5105,sosa:Observation,2013-11-06T16:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.330,PERCENT
Observation5106,sosa:Observation,2013-11-06T16:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5107,sosa:Observation,2013-11-06T17:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.677,DEG_C
Observation5108,sosa:Observation,2013-11-06T17:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.407,PERCENT
Observation5109,sosa:Observation,2013-11-06T17:00:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5110,sosa:Observation,2013-11-06T17:30:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.558,DEG_C
Observation5111,sosa:Observation,2013-11-06T17:30:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.481,PERCENT
Observation5112,sosa:Observation,2013-11-06T17:30:00,Procedure3,Sensor1_Hobo_U12,LightIntensity,ABCE_atrium,,11.8,LUX
Observation5113,sosa:Observation,2013-11-06T18:00:00,Procedure1,Sensor1_Hobo_U12,AirTemperature,ABCE_atrium,,17.510,DEG_C
Observation5114,sosa:Observation,2013-11-06T18:00:00,Procedure2,Sensor1_Hobo_U12,AirRelativeHumidity,ABCE_atrium,,56.656,PERCENT
